time,xArm,yArm,zArm,xtraj,ytraj,ztraj,xGoal,yGoal,zGoal,xPArm,yPArm,zPArm
21.186,0.00636776,0.387921,0.30958,0.594827,0.248978,0.205225,-0.849263,0.595885,0.715535,0.775483,0.429536,0.236406
21.204,0.00604709,0.387751,0.310489,0.59579,0.248681,0.205838,-0.849263,0.595885,0.715535,0.77662,0.429427,0.237337
21.222,0.00621292,0.38759,0.310965,0.596757,0.248382,0.206453,-0.849263,0.595885,0.715535,0.777234,0.429411,0.237956
21.24,0.00626776,0.387239,0.310814,0.597728,0.248083,0.20707,-0.849263,0.595885,0.715535,0.776941,0.429126,0.237842
21.258,0.0066122,0.386524,0.311263,0.598703,0.247783,0.207688,-0.849263,0.595885,0.715535,0.776834,0.428328,0.238256
21.276,0.00603059,0.385875,0.31241,0.599682,0.247482,0.208309,-0.849263,0.595885,0.715535,0.777192,0.427642,0.239435
21.294,0.00560651,0.385446,0.313619,0.600664,0.247181,0.208931,-0.849263,0.595885,0.715535,0.777716,0.427263,0.24069
21.312,0.0058027,0.385124,0.314612,0.601651,0.246878,0.209555,-0.849263,0.595885,0.715535,0.778125,0.427006,0.241719
21.33,0.00569492,0.384836,0.315352,0.602641,0.246575,0.210181,-0.849263,0.595885,0.715535,0.778396,0.426762,0.242481
21.348,0.00569414,0.384571,0.315888,0.603636,0.246271,0.210808,-0.849263,0.595885,0.715535,0.778642,0.426525,0.243034
21.366,0.00585832,0.38433,0.316272,0.604634,0.245965,0.211437,-0.849263,0.595885,0.715535,0.778935,0.4263,0.243426
21.384,0.00578322,0.3841,0.316583,0.605636,0.245659,0.212068,-0.849263,0.595885,0.715535,0.779283,0.426073,0.243736
21.402,0.00729308,0.383878,0.316903,0.606642,0.245353,0.212701,-0.849263,0.595885,0.715535,0.779669,0.425846,0.24405
21.42,0.00646907,0.383866,0.31687,0.607652,0.245045,0.213336,-0.849263,0.595885,0.715535,0.780119,0.425917,0.244135
21.438,0.00629857,0.383891,0.316381,0.608666,0.244736,0.213972,-0.849263,0.595885,0.715535,0.780711,0.426032,0.243681
21.456,0.00655436,0.383467,0.316512,0.609684,0.244427,0.214611,-0.849263,0.595885,0.715535,0.780766,0.425499,0.243808
21.474,0.00628104,0.383171,0.317139,0.610706,0.244116,0.215251,-0.849263,0.595885,0.715535,0.781189,0.425093,0.244433
21.492,0.00624859,0.38314,0.317817,0.611732,0.243805,0.215892,-0.849263,0.595885,0.715535,0.782182,0.425041,0.245098
21.51,0.00633964,0.383116,0.318544,0.612762,0.243493,0.216536,-0.849263,0.595885,0.715535,0.783291,0.425021,0.245797
21.528,0.00646853,0.383029,0.319405,0.613795,0.24318,0.217181,-0.849263,0.595885,0.715535,0.784396,0.424953,0.246654
21.546,0.00658244,0.382936,0.320318,0.614833,0.242867,0.217828,-0.849263,0.595885,0.715535,0.785556,0.424893,0.247573
21.564,0.00657093,0.382839,0.321224,0.615875,0.242552,0.218477,-0.849263,0.595885,0.715535,0.786775,0.424835,0.248485
21.582,0.00695532,0.382716,0.322123,0.616921,0.242236,0.219128,-0.849263,0.595885,0.715535,0.788043,0.424758,0.249393
21.6,0.0100477,0.38256,0.323019,0.61797,0.24192,0.21978,-0.849263,0.595885,0.715535,0.789358,0.42465,0.250303
21.618,0.0165603,0.382375,0.323924,0.619024,0.241603,0.220435,-0.849263,0.595885,0.715535,0.790728,0.42451,0.251223
21.636,0.0257511,0.38217,0.324433,0.620082,0.241285,0.221091,-0.849263,0.595885,0.715535,0.791513,0.424418,0.25186
21.654,0.0250721,0.381723,0.324408,0.621144,0.240966,0.221748,-0.849263,0.595885,0.715535,0.791366,0.424008,0.251863
21.672,0.0238765,0.380967,0.325007,0.62221,0.240646,0.222408,-0.849263,0.595885,0.715535,0.791494,0.423176,0.252435
21.69,0.0171662,0.380316,0.326226,0.62328,0.240325,0.223069,-0.849263,0.595885,0.715535,0.79206,0.4225,0.253693
21.708,0.0104924,0.379864,0.327443,0.624353,0.240004,0.223732,-0.849263,0.595885,0.715535,0.792732,0.422095,0.25495
21.726,0.0177941,0.379501,0.328416,0.625431,0.239681,0.224397,-0.849263,0.595885,0.715535,0.79329,0.421799,0.25596
21.744,0.021825,0.379152,0.329173,0.626513,0.239358,0.225064,-0.849263,0.595885,0.715535,0.793779,0.421491,0.256721
21.762,0.0150216,0.378791,0.329873,0.6276,0.239034,0.225733,-0.849263,0.595885,0.715535,0.794249,0.421161,0.257425
21.78,0.0101624,0.378453,0.330551,0.62869,0.238709,0.226403,-0.849263,0.595885,0.715535,0.794731,0.420846,0.258107
21.798,0.00776979,0.378159,0.331178,0.629784,0.238383,0.227075,-0.849263,0.595885,0.715535,0.795198,0.420567,0.258742
21.816,0.00679463,0.377905,0.331713,0.630882,0.238056,0.227749,-0.849263,0.595885,0.715535,0.795638,0.420319,0.259281
21.834,0.00716061,0.37785,0.331799,0.631985,0.237729,0.228424,-0.849263,0.595885,0.715535,0.796163,0.420345,0.259476
21.852,0.00685136,0.377797,0.331417,0.633091,0.2374,0.229102,-0.849263,0.595885,0.715535,0.796861,0.420342,0.259091
21.87,0.00720692,0.37735,0.331678,0.634202,0.237071,0.229781,-0.849263,0.595885,0.715535,0.797104,0.419767,0.259336
21.888,0.00695899,0.377064,0.332399,0.635316,0.236741,0.230462,-0.849263,0.595885,0.715535,0.797694,0.419375,0.260056
21.906,0.00668499,0.377027,0.333137,0.636435,0.23641,0.231145,-0.849263,0.595885,0.715535,0.798797,0.419324,0.260779
21.924,0.00670745,0.377004,0.333874,0.637558,0.236078,0.231829,-0.849263,0.595885,0.715535,0.800034,0.419309,0.261491
21.942,0.00662466,0.37692,0.334688,0.638685,0.235745,0.232516,-0.849263,0.595885,0.715535,0.801293,0.419243,0.262298
21.96,0.00692066,0.376825,0.335518,0.639816,0.235411,0.233204,-0.849263,0.595885,0.715535,0.80262,0.419178,0.263129
21.978,0.00691286,0.37673,0.336324,0.640951,0.235077,0.233894,-0.849263,0.595885,0.715535,0.804022,0.419116,0.263936
21.996,0.00657058,0.376616,0.33711,0.642091,0.234741,0.234585,-0.849263,0.595885,0.715535,0.80548,0.41904,0.264727
22.014,0.00638817,0.376475,0.337893,0.643234,0.234405,0.235279,-0.849263,0.595885,0.715535,0.80699,0.418935,0.265515
22.032,0.00663897,0.376309,0.3383,0.644382,0.234068,0.235974,-0.849263,0.595885,0.715535,0.808001,0.418872,0.266036
22.05,0.00657301,0.375905,0.338237,0.645534,0.23373,0.236671,-0.849263,0.595885,0.715535,0.808168,0.418472,0.265973
22.068,0.00686051,0.37524,0.338846,0.64669,0.233391,0.23737,-0.849263,0.595885,0.715535,0.808575,0.417712,0.266543
22.086,0.00659758,0.374674,0.340058,0.64785,0.233051,0.23807,-0.849263,0.595885,0.715535,0.809303,0.417116,0.267785
22.104,0.00630481,0.374256,0.341265,0.649014,0.232711,0.238773,-0.849263,0.595885,0.715535,0.810029,0.416738,0.269024
22.122,0.00634646,0.373891,0.342251,0.650183,0.232369,0.239477,-0.849263,0.595885,0.715535,0.810575,0.41643,0.270035
22.14,0.00630452,0.373557,0.342993,0.651356,0.232027,0.240183,-0.849263,0.595885,0.715535,0.810996,0.41613,0.270789
22.158,0.00642864,0.373229,0.343597,0.652533,0.231684,0.24089,-0.849263,0.595885,0.715535,0.811397,0.415822,0.271392
22.176,0.0063424,0.372899,0.344177,0.653714,0.23134,0.2416,-0.849263,0.595885,0.715535,0.81181,0.415505,0.271968
22.194,0.00624086,0.372582,0.344779,0.654899,0.230995,0.242311,-0.849263,0.595885,0.715535,0.812225,0.415196,0.272565
22.212,0.00640444,0.372292,0.345382,0.656089,0.230649,0.243024,-0.849263,0.595885,0.715535,0.812608,0.414912,0.27317
22.23,0.00673815,0.372203,0.345554,0.657283,0.230303,0.243739,-0.849263,0.595885,0.715535,0.813066,0.414914,0.273455
22.248,0.00638981,0.372103,0.34521,0.658481,0.229955,0.244455,-0.849263,0.595885,0.715535,0.813681,0.414881,0.273118
22.266,0.00679707,0.371593,0.345517,0.659683,0.229607,0.245174,-0.849263,0.595885,0.715535,0.813868,0.414259,0.273414
22.284,0.00642816,0.371235,0.346318,0.660889,0.229258,0.245894,-0.849263,0.595885,0.715535,0.814386,0.413808,0.274221
22.302,0.00646899,0.371113,0.347135,0.6621,0.228908,0.246616,-0.849263,0.595885,0.715535,0.815372,0.413682,0.275031
22.32,0.0064329,0.370987,0.347939,0.663315,0.228557,0.24734,-0.849263,0.595885,0.715535,0.816465,0.413575,0.275817
22.338,0.00642122,0.370787,0.348817,0.664534,0.228205,0.248065,-0.849263,0.595885,0.715535,0.817576,0.413405,0.276695
22.356,0.00709388,0.370571,0.349713,0.665758,0.227852,0.248792,-0.849263,0.595885,0.715535,0.818749,0.413231,0.277602
22.374,0.00658833,0.370345,0.350581,0.666985,0.227499,0.249522,-0.849263,0.595885,0.715535,0.819983,0.413053,0.278482
22.392,0.0066704,0.370097,0.351429,0.668218,0.227144,0.250252,-0.849263,0.595885,0.715535,0.821258,0.412856,0.279343
22.41,0.00672875,0.369826,0.352279,0.669454,0.226789,0.250985,-0.849263,0.595885,0.715535,0.822564,0.412633,0.280207
22.428,0.00821999,0.369532,0.352742,0.670694,0.226433,0.251719,-0.849263,0.595885,0.715535,0.823374,0.412458,0.280795
22.446,0.0219367,0.369007,0.352672,0.671939,0.226076,0.252456,-0.849263,0.595885,0.715535,0.823362,0.411959,0.280742
22.464,0.0225995,0.368239,0.353277,0.673189,0.225718,0.253194,-0.849263,0.595885,0.715535,0.823599,0.41111,0.281317
22.482,0.0211074,0.367581,0.354529,0.674442,0.22536,0.253933,-0.849263,0.595885,0.715535,0.824192,0.410433,0.282608
22.5,0.0217683,0.367083,0.355784,0.6757,0.225,0.254675,-0.849263,0.595885,0.715535,0.824796,0.409987,0.283904
22.518,0.0177641,0.366619,0.356876,0.676962,0.22464,0.255418,-0.849263,0.595885,0.715535,0.825233,0.409578,0.285011
22.536,0.0129164,0.366153,0.35787,0.678229,0.224278,0.256163,-0.849263,0.595885,0.715535,0.825541,0.409152,0.286016
22.554,0.00985083,0.365711,0.35879,0.679499,0.223916,0.25691,-0.849263,0.595885,0.715535,0.825814,0.408744,0.286946
22.572,0.00733098,0.365299,0.35963,0.680775,0.223553,0.257659,-0.849263,0.595885,0.715535,0.826068,0.408364,0.287795
22.59,0.00634575,0.364915,0.360384,0.682054,0.223189,0.258409,-0.849263,0.595885,0.715535,0.826289,0.408006,0.288558
22.608,0.00744984,0.364558,0.36106,0.683338,0.222824,0.259162,-0.849263,0.595885,0.715535,0.82649,0.407662,0.289236
22.626,0.00704481,0.364392,0.361222,0.684626,0.222459,0.259916,-0.849263,0.595885,0.715535,0.826706,0.407592,0.289529
22.644,0.00698722,0.364277,0.360611,0.685919,0.222092,0.260672,-0.849263,0.595885,0.715535,0.82715,0.407587,0.288965
22.662,0.00707638,0.363745,0.360532,0.687216,0.221725,0.261429,-0.849263,0.595885,0.715535,0.827268,0.406962,0.288862
22.68,0.00678046,0.363277,0.361146,0.688517,0.221357,0.262188,-0.849263,0.595885,0.715535,0.827608,0.406378,0.289472
22.698,0.0069518,0.36305,0.361934,0.689823,0.220988,0.26295,-0.849263,0.595885,0.715535,0.828424,0.406138,0.29026
22.716,0.00694739,0.362836,0.362756,0.691133,0.220618,0.263713,-0.849263,0.595885,0.715535,0.829375,0.405945,0.291071
22.734,0.00719688,0.362538,0.363686,0.692447,0.220247,0.264477,-0.849263,0.595885,0.715535,0.830352,0.405682,0.292007
22.752,0.00700197,0.362206,0.364676,0.693766,0.219875,0.265244,-0.849263,0.595885,0.715535,0.831398,0.405401,0.293019
22.77,0.00680426,0.361861,0.365658,0.695089,0.219503,0.266012,-0.849263,0.595885,0.715535,0.832516,0.405116,0.294024
22.788,0.00695167,0.36149,0.366625,0.696417,0.219129,0.266782,-0.849263,0.595885,0.715535,0.833685,0.404809,0.295015
22.806,0.00683644,0.361091,0.367596,0.697749,0.218755,0.267554,-0.849263,0.595885,0.715535,0.8349,0.404473,0.296011
22.824,0.00699201,0.360661,0.368167,0.699086,0.21838,0.268328,-0.849263,0.595885,0.715535,0.835654,0.404181,0.296722
22.842,0.00709081,0.360003,0.368163,0.700427,0.218004,0.269103,-0.849263,0.595885,0.715535,0.835618,0.403566,0.296749
22.86,0.00687087,0.359134,0.368842,0.701772,0.217627,0.26988,-0.849263,0.595885,0.715535,0.835851,0.40263,0.297408
22.878,0.00664513,0.358386,0.370193,0.703122,0.217249,0.270659,-0.849263,0.595885,0.715535,0.836448,0.401875,0.298807
22.896,0.00655441,0.357787,0.371548,0.704476,0.216871,0.27144,-0.849263,0.595885,0.715535,0.83704,0.401341,0.300213
22.914,0.00666934,0.35722,0.37273,0.705835,0.216491,0.272222,-0.849263,0.595885,0.715535,0.83747,0.400842,0.30142
22.932,0.00656956,0.356659,0.373812,0.707198,0.216111,0.273007,-0.849263,0.595885,0.715535,0.83779,0.400329,0.302519
22.95,0.00684688,0.356132,0.37482,0.708566,0.21573,0.273793,-0.849263,0.595885,0.715535,0.838096,0.399843,0.303544
22.968,0.00670926,0.355642,0.375746,0.709938,0.215348,0.274581,-0.849263,0.595885,0.715535,0.838401,0.399393,0.304484
22.986,0.00696501,0.355181,0.376591,0.711315,0.214965,0.27537,-0.849263,0.595885,0.715535,0.838693,0.398966,0.305342
23.004,0.00678523,0.354748,0.377376,0.712696,0.214581,0.276162,-0.849263,0.595885,0.715535,0.838978,0.398557,0.306135
23.022,0.00710459,0.354504,0.377651,0.714082,0.214197,0.276955,-0.849263,0.595885,0.715535,0.83931,0.39842,0.306545
23.04,0.00716209,0.354301,0.377126,0.715472,0.213811,0.27775,-0.849263,0.595885,0.715535,0.839906,0.398354,0.306088
23.058,0.0073294,0.353684,0.377163,0.716867,0.213425,0.278547,-0.849263,0.595885,0.715535,0.840169,0.397663,0.306118
23.076,0.0069581,0.353147,0.377928,0.718266,0.213038,0.279345,-0.849263,0.595885,0.715535,0.840633,0.397029,0.306893
23.094,0.00694479,0.352857,0.378835,0.719669,0.21265,0.280146,-0.849263,0.595885,0.715535,0.841552,0.396742,0.307808
23.112,0.00702274,0.352566,0.379743,0.721078,0.212261,0.280948,-0.849263,0.595885,0.715535,0.842595,0.396487,0.308711
23.13,0.00721445,0.352181,0.380745,0.72249,0.211871,0.281752,-0.849263,0.595885,0.715535,0.843668,0.39615,0.309727
23.148,0.00690296,0.351762,0.381797,0.723908,0.21148,0.282557,-0.849263,0.595885,0.715535,0.84482,0.395791,0.310807
23.166,0.00744892,0.351328,0.382836,0.72533,0.211089,0.283365,-0.849263,0.595885,0.715535,0.846052,0.395427,0.311874
23.184,0.00760832,0.350868,0.383856,0.726756,0.210696,0.284174,-0.849263,0.595885,0.715535,0.847347,0.395041,0.312925
23.202,0.00725396,0.35038,0.384878,0.728187,0.210303,0.284985,-0.849263,0.595885,0.715535,0.848697,0.394628,0.31398
23.22,0.00693909,0.349849,0.385476,0.729622,0.209909,0.285798,-0.849263,0.595885,0.715535,0.849561,0.394237,0.314726
23.238,0.0076018,0.349077,0.385425,0.731062,0.209514,0.286613,-0.849263,0.595885,0.715535,0.849647,0.393537,0.314734
23.256,0.00687749,0.348116,0.386056,0.732507,0.209118,0.287429,-0.849263,0.595885,0.715535,0.850029,0.392519,0.315352
23.274,0.00647176,0.347283,0.387433,0.733956,0.208721,0.288247,-0.849263,0.595885,0.715535,0.850803,0.391682,0.316784
23.292,0.00652063,0.346599,0.388829,0.73541,0.208324,0.289067,-0.849263,0.595885,0.715535,0.851573,0.391069,0.318239
23.31,0.00653881,0.345941,0.390043,0.736868,0.207925,0.289889,-0.849263,0.595885,0.715535,0.85218,0.390487,0.319484
23.328,0.00665083,0.3453,0.391149,0.738331,0.207526,0.290712,-0.849263,0.595885,0.715535,0.852699,0.389901,0.320612
23.346,0.00660553,0.344698,0.392179,0.739799,0.207126,0.291538,-0.849263,0.595885,0.715535,0.853222,0.389347,0.321663
23.364,0.00728517,0.344131,0.393123,0.741271,0.206725,0.292365,-0.849263,0.595885,0.715535,0.853737,0.388826,0.322625
23.382,0.00660484,0.343591,0.393986,0.742748,0.206323,0.293194,-0.849263,0.595885,0.715535,0.854237,0.388325,0.323505
23.4,0.00698261,0.343075,0.394795,0.74423,0.20592,0.294024,-0.849263,0.595885,0.715535,0.854736,0.387841,0.324324
23.418,0.00710255,0.342571,0.395595,0.745716,0.205516,0.294857,-0.849263,0.595885,0.715535,0.855236,0.387361,0.325132
23.436,0.0075336,0.342245,0.39595,0.747206,0.205112,0.295691,-0.849263,0.595885,0.715535,0.855867,0.387151,0.325623
23.454,0.00683945,0.341981,0.39555,0.748702,0.204707,0.296527,-0.849263,0.595885,0.715535,0.856825,0.387029,0.325293
23.472,0.00709421,0.341373,0.395739,0.750202,0.2043,0.297365,-0.849263,0.595885,0.715535,0.857452,0.386364,0.325485
23.49,0.00683913,0.340863,0.396627,0.751706,0.203893,0.298204,-0.849263,0.595885,0.715535,0.858234,0.385787,0.326395
23.508,0.00685233,0.340556,0.397614,0.753216,0.203485,0.299046,-0.849263,0.595885,0.715535,0.859346,0.385502,0.3274
23.526,0.00687556,0.34024,0.398564,0.75473,0.203076,0.299889,-0.849263,0.595885,0.715535,0.860569,0.385236,0.328355
23.544,0.00649958,0.339836,0.399563,0.756249,0.202667,0.300734,-0.849263,0.595885,0.715535,0.861832,0.384886,0.329372
23.562,0.00656165,0.339406,0.400574,0.757772,0.202256,0.30158,-0.849263,0.595885,0.715535,0.863156,0.384518,0.330416
23.58,0.00653589,0.338986,0.401526,0.7593,0.201845,0.302429,-0.849263,0.595885,0.715535,0.864556,0.384168,0.331402
23.598,0.00687169,0.338551,0.402445,0.760833,0.201433,0.303279,-0.849263,0.595885,0.715535,0.866045,0.383804,0.332349
23.616,0.00669572,0.338089,0.403393,0.76237,0.201019,0.304131,-0.849263,0.595885,0.715535,0.867614,0.383407,0.333322
23.634,0.0100309,0.337562,0.404009,0.763912,0.200605,0.304985,-0.849263,0.595885,0.715535,0.868771,0.383005,0.334067
23.652,0.0222111,0.336795,0.404188,0.765459,0.200191,0.30584,-0.849263,0.595885,0.715535,0.86923,0.382278,0.334281
23.67,0.0267635,0.335911,0.405098,0.767011,0.199775,0.306698,-0.849263,0.595885,0.715535,0.869979,0.381352,0.335195
23.688,0.025487,0.335136,0.406604,0.768567,0.199358,0.307557,-0.849263,0.595885,0.715535,0.870946,0.380598,0.336763
23.706,0.0240635,0.334448,0.408042,0.770128,0.198941,0.308418,-0.849263,0.595885,0.715535,0.871785,0.379988,0.338258
23.724,0.0238103,0.33376,0.40927,0.771694,0.198522,0.309281,-0.849263,0.595885,0.715535,0.872427,0.379382,0.339521
23.742,0.0238561,0.333096,0.410351,0.773264,0.198103,0.310145,-0.849263,0.595885,0.715535,0.87299,0.37878,0.34063
23.76,0.0217087,0.332469,0.411324,0.77484,0.197683,0.311011,-0.849263,0.595885,0.715535,0.873531,0.378203,0.341625
23.778,0.0142979,0.331864,0.412203,0.77642,0.197262,0.311879,-0.849263,0.595885,0.715535,0.874037,0.377643,0.342525
23.796,0.00989692,0.331282,0.413004,0.778004,0.196841,0.312749,-0.849263,0.595885,0.715535,0.874516,0.377099,0.343343
23.814,0.0070957,0.33072,0.413763,0.779594,0.196418,0.313621,-0.849263,0.595885,0.715535,0.874985,0.376564,0.344112
23.832,0.00627838,0.330317,0.414056,0.781188,0.195994,0.314494,-0.849263,0.595885,0.715535,0.875613,0.37628,0.344535
23.85,0.00622223,0.329934,0.41365,0.782787,0.19557,0.315369,-0.849263,0.595885,0.715535,0.876502,0.376009,0.344177
23.868,0.00656944,0.329244,0.413965,0.784391,0.195145,0.316246,-0.849263,0.595885,0.715535,0.877127,0.375251,0.344491
23.886,0.0102104,0.32867,0.41501,0.786,0.194719,0.317125,-0.849263,0.595885,0.715535,0.877962,0.374629,0.345566
23.904,0.0147459,0.32825,0.416145,0.787613,0.194292,0.318006,-0.849263,0.595885,0.715535,0.879054,0.374252,0.34673
23.922,0.011698,0.327795,0.417216,0.789232,0.193864,0.318888,-0.849263,0.595885,0.715535,0.880233,0.373871,0.347824
23.94,0.0193488,0.327251,0.418292,0.790855,0.193435,0.319772,-0.849263,0.595885,0.715535,0.88148,0.373411,0.348937
23.958,0.0219772,0.326662,0.41937,0.792483,0.193006,0.320658,-0.849263,0.595885,0.715535,0.882795,0.37291,0.350059
23.976,0.0217797,0.32606,0.420431,0.794115,0.192575,0.321546,-0.849263,0.595885,0.715535,0.884166,0.372402,0.351166
23.994,0.0189614,0.325441,0.421473,0.795753,0.192144,0.322435,-0.849263,0.595885,0.715535,0.88559,0.371882,0.352256
24.012,0.0168436,0.324793,0.422525,0.797395,0.191712,0.323326,-0.849263,0.595885,0.715535,0.88708,0.371333,0.353354
24.03,0.0144134,0.324076,0.423188,0.799043,0.191279,0.324219,-0.849263,0.595885,0.715535,0.888175,0.370774,0.354169
24.048,0.0103698,0.323139,0.423348,0.800695,0.190845,0.325114,-0.849263,0.595885,0.715535,0.88862,0.369909,0.35439
24.066,0.0077218,0.322118,0.424266,0.802352,0.19041,0.326011,-0.849263,0.595885,0.715535,0.889387,0.368878,0.355336
24.084,0.00605662,0.32121,0.425812,0.804014,0.189975,0.326909,-0.849263,0.595885,0.715535,0.890373,0.368023,0.356967
24.102,0.00590064,0.320392,0.427279,0.80568,0.189538,0.327809,-0.849263,0.595885,0.715535,0.891204,0.36731,0.358514
24.12,0.0119048,0.319591,0.428511,0.807352,0.189101,0.328711,-0.849263,0.595885,0.715535,0.891831,0.366608,0.359799
24.138,0.0184232,0.318822,0.429591,0.809028,0.188663,0.329615,-0.849263,0.595885,0.715535,0.892383,0.365913,0.360919
24.156,0.0170149,0.318095,0.430575,0.81071,0.188224,0.33052,-0.849263,0.595885,0.715535,0.892916,0.365246,0.36194
24.174,0.0170209,0.317405,0.431469,0.812396,0.187784,0.331428,-0.849263,0.595885,0.715535,0.89343,0.364611,0.362867
24.192,0.0180455,0.316749,0.432278,0.814087,0.187343,0.332337,-0.849263,0.595885,0.715535,0.893926,0.364003,0.363705
24.21,0.0166366,0.31612,0.433045,0.815783,0.186901,0.333247,-0.849263,0.595885,0.715535,0.894421,0.363412,0.364495
24.228,0.0179502,0.315638,0.433345,0.817484,0.186459,0.33416,-0.849263,0.595885,0.715535,0.895137,0.363069,0.364936
24.246,0.0173808,0.315159,0.43294,0.81919,0.186015,0.335074,-0.849263,0.595885,0.715535,0.896164,0.362731,0.364607
24.264,0.0187977,0.3144,0.433302,0.8209,0.185571,0.335991,-0.849263,0.595885,0.715535,0.896956,0.361935,0.364996
24.282,0.0172938,0.31376,0.434432,0.822616,0.185126,0.336909,-0.849263,0.595885,0.715535,0.897903,0.361282,0.366178
24.3,0.0179334,0.313252,0.435636,0.824337,0.18468,0.337828,-0.849263,0.595885,0.715535,0.899032,0.360846,0.367434
24.318,0.0165702,0.31269,0.436756,0.826062,0.184233,0.33875,-0.849263,0.595885,0.715535,0.900225,0.360385,0.368601
24.336,0.0174097,0.312039,0.437888,0.827793,0.183785,0.339673,-0.849263,0.595885,0.715535,0.901473,0.359838,0.36979
24.354,0.0180616,0.311351,0.439035,0.829528,0.183337,0.340598,-0.849263,0.595885,0.715535,0.902758,0.359259,0.371004
24.372,0.0172201,0.31065,0.440159,0.831269,0.182887,0.341525,-0.849263,0.595885,0.715535,0.904089,0.358673,0.372195
24.39,0.017024,0.309923,0.441253,0.833014,0.182437,0.342454,-0.849263,0.595885,0.715535,0.905474,0.358067,0.373359
24.408,0.0181203,0.309159,0.442337,0.834765,0.181986,0.343384,-0.849263,0.595885,0.715535,0.906926,0.357423,0.374514
24.426,0.0170133,0.308317,0.442988,0.83652,0.181534,0.344316,-0.849263,0.595885,0.715535,0.908007,0.356759,0.375342
24.444,0.0190574,0.30725,0.44306,0.83828,0.181081,0.34525,-0.849263,0.595885,0.715535,0.908487,0.355801,0.375513
24.462,0.0187877,0.306124,0.443942,0.840046,0.180627,0.346186,-0.849263,0.595885,0.715535,0.909337,0.354692,0.37645
24.48,0.0184841,0.305117,0.44554,0.841816,0.180173,0.347124,-0.849263,0.595885,0.715535,0.91043,0.353765,0.378162
24.498,0.0183559,0.304192,0.447078,0.843591,0.179717,0.348063,-0.849263,0.595885,0.715535,0.911346,0.352974,0.37981
24.516,0.0179004,0.303284,0.448377,0.845372,0.179261,0.349004,-0.849263,0.595885,0.715535,0.912046,0.352189,0.381188
24.534,0.0185182,0.302408,0.449539,0.847157,0.178804,0.349947,-0.849263,0.595885,0.715535,0.91268,0.351415,0.382418
24.552,0.0184701,0.301581,0.450614,0.848947,0.178346,0.350892,-0.849263,0.595885,0.715535,0.913312,0.350678,0.383558
24.57,0.0154802,0.300799,0.451596,0.850743,0.177887,0.351838,-0.849263,0.595885,0.715535,0.913949,0.349983,0.384602
24.588,0.0197761,0.300057,0.452491,0.852543,0.177427,0.352786,-0.849263,0.595885,0.715535,0.914586,0.349321,0.385555
24.606,0.0177098,0.299347,0.45334,0.854349,0.176966,0.353736,-0.849263,0.595885,0.715535,0.915237,0.348685,0.386456
24.624,0.018146,0.298781,0.453703,0.856159,0.176505,0.354688,-0.849263,0.595885,0.715535,0.916185,0.348292,0.386984
24.642,0.0165697,0.298164,0.453407,0.857975,0.176042,0.355642,-0.849263,0.595885,0.715535,0.917519,0.347858,0.386811
24.66,0.0176072,0.297278,0.454,0.859796,0.175579,0.356597,-0.849263,0.595885,0.715535,0.918633,0.346988,0.387491
24.678,0.0178947,0.29656,0.45535,0.861621,0.175115,0.357554,-0.849263,0.595885,0.715535,0.919834,0.34631,0.388942
24.696,0.0182286,0.295969,0.456697,0.863452,0.17465,0.358513,-0.849263,0.595885,0.715535,0.921132,0.345836,0.390376
24.714,0.0138091,0.295316,0.457917,0.865288,0.174184,0.359474,-0.849263,0.595885,0.715535,0.922455,0.345322,0.391673
24.732,0.0104256,0.294575,0.459127,0.867129,0.173718,0.360436,-0.849263,0.595885,0.715535,0.923816,0.344715,0.392973
24.75,0.00799365,0.293803,0.460336,0.868975,0.17325,0.361401,-0.849263,0.595885,0.715535,0.92522,0.34408,0.394277
24.768,0.00633442,0.293016,0.461519,0.870826,0.172782,0.362367,-0.849263,0.595885,0.715535,0.926675,0.343436,0.395558
24.786,0.0117397,0.292206,0.462671,0.872682,0.172312,0.363335,-0.849263,0.595885,0.715535,0.928192,0.342773,0.39681
24.804,0.00875968,0.291366,0.463803,0.874544,0.171842,0.364304,-0.849263,0.595885,0.715535,0.929781,0.342078,0.398044
24.822,0.00739458,0.290442,0.464464,0.87641,0.171371,0.365276,-0.849263,0.595885,0.715535,0.931008,0.341352,0.39892
24.84,0.00642662,0.289259,0.464421,0.878282,0.170899,0.366249,-0.849263,0.595885,0.715535,0.931637,0.340325,0.399042
24.858,0.0068764,0.288008,0.465225,0.880159,0.170426,0.367224,-0.849263,0.595885,0.715535,0.932666,0.33913,0.399941
24.876,0.00666046,0.286881,0.466889,0.88204,0.169953,0.368201,-0.849263,0.595885,0.715535,0.933979,0.338116,0.401762
24.894,0.00654582,0.285826,0.468524,0.883927,0.169478,0.369179,-0.849263,0.595885,0.715535,0.935091,0.337235,0.403556
24.912,0.00661411,0.284777,0.469904,0.88582,0.169003,0.370159,-0.849263,0.595885,0.715535,0.935968,0.33635,0.40506
24.93,0.0072447,0.28376,0.471154,0.887717,0.168527,0.371142,-0.849263,0.595885,0.715535,0.93679,0.335473,0.406421
24.948,0.00708398,0.282794,0.472338,0.889619,0.16805,0.372125,-0.849263,0.595885,0.715535,0.937635,0.334641,0.407714
24.966,0.00650152,0.281874,0.473435,0.891527,0.167572,0.373111,-0.849263,0.595885,0.715535,0.9385,0.333855,0.40892
