time,xArm,yArm,zArm,xtraj,ytraj,ztraj,xGoal,yGoal,zGoal,xPArm,yPArm,zPArm
8.172,0.00604959,0.224798,0.351754,0.518432,0.237838,0.228199,-0.330579,-0.721611,0.854624,0.675782,0.244785,0.269597
8.19,0.00613907,0.225349,0.351624,0.518224,0.238165,0.227524,-0.330579,-0.721611,0.854624,0.67517,0.245316,0.269446
8.208,0.00644368,0.225885,0.35147,0.518015,0.238492,0.226851,-0.330579,-0.721611,0.854624,0.67454,0.24582,0.269269
8.226,0.00650941,0.226389,0.350529,0.517805,0.238817,0.226179,-0.330579,-0.721611,0.854624,0.674186,0.246399,0.268377
8.244,0.00656777,0.226844,0.348311,0.517595,0.239142,0.22551,-0.330579,-0.721611,0.854624,0.673907,0.246919,0.266112
8.262,0.0065452,0.227454,0.346453,0.517384,0.239466,0.224842,-0.330579,-0.721611,0.854624,0.672933,0.247443,0.26412
8.28,0.00625229,0.228023,0.345498,0.517173,0.239789,0.224176,-0.330579,-0.721611,0.854624,0.672136,0.247856,0.263075
8.298,0.00645732,0.228519,0.344914,0.516961,0.240111,0.223511,-0.330579,-0.721611,0.854624,0.671952,0.248218,0.262455
8.316,0.0062946,0.229075,0.344388,0.516749,0.240432,0.222849,-0.330579,-0.721611,0.854624,0.671996,0.248689,0.261906
8.334,0.0064038,0.229705,0.343861,0.516536,0.240753,0.222188,-0.330579,-0.721611,0.854624,0.672057,0.249253,0.261347
8.352,0.00628288,0.23037,0.343316,0.516322,0.241072,0.221529,-0.330579,-0.721611,0.854624,0.672177,0.249855,0.26077
8.37,0.00645515,0.231048,0.34271,0.516108,0.241391,0.220872,-0.330579,-0.721611,0.854624,0.672387,0.250472,0.260132
8.388,0.00642646,0.231738,0.342022,0.515893,0.241709,0.220216,-0.330579,-0.721611,0.854624,0.672682,0.251102,0.259411
8.406,0.00637625,0.232442,0.34126,0.515678,0.242026,0.219563,-0.330579,-0.721611,0.854624,0.673038,0.251742,0.258612
8.424,0.00618348,0.233411,0.33989,0.515462,0.242342,0.218911,-0.330579,-0.721611,0.854624,0.673238,0.252743,0.257256
8.442,0.0063045,0.234446,0.337988,0.515245,0.242657,0.218261,-0.330579,-0.721611,0.854624,0.672771,0.253848,0.255279
8.46,0.00653233,0.234955,0.336926,0.515028,0.242971,0.217612,-0.330579,-0.721611,0.854624,0.672064,0.254279,0.254134
8.478,0.00628304,0.235231,0.336596,0.514811,0.243285,0.216966,-0.330579,-0.721611,0.854624,0.671542,0.254461,0.25376
8.496,0.006054,0.235547,0.336518,0.514593,0.243597,0.216321,-0.330579,-0.721611,0.854624,0.671249,0.254741,0.253674
8.514,0.00603904,0.235952,0.336489,0.514374,0.243909,0.215678,-0.330579,-0.721611,0.854624,0.670918,0.255149,0.253644
8.532,0.00595049,0.236417,0.336468,0.514155,0.24422,0.215037,-0.330579,-0.721611,0.854624,0.670461,0.255624,0.25362
8.55,0.0060634,0.23691,0.336421,0.513936,0.24453,0.214398,-0.330579,-0.721611,0.854624,0.669928,0.256112,0.253563
8.568,0.00609581,0.23742,0.336339,0.513716,0.244839,0.21376,-0.330579,-0.721611,0.854624,0.669375,0.256606,0.253471
8.586,0.00615389,0.237941,0.336219,0.513495,0.245147,0.213124,-0.330579,-0.721611,0.854624,0.668807,0.257101,0.253339
8.604,0.00632618,0.238458,0.336078,0.513274,0.245455,0.21249,-0.330579,-0.721611,0.854624,0.66822,0.257585,0.253183
8.622,0.00629219,0.238974,0.335166,0.513053,0.245761,0.211858,-0.330579,-0.721611,0.854624,0.667882,0.258189,0.252331
8.64,0.00654834,0.23945,0.332948,0.512831,0.246067,0.211227,-0.330579,-0.721611,0.854624,0.667617,0.258767,0.250084
8.658,0.00674511,0.240012,0.331067,0.512608,0.246372,0.210599,-0.330579,-0.721611,0.854624,0.666629,0.259256,0.248086
8.676,0.00669689,0.240508,0.330133,0.512385,0.246676,0.209972,-0.330579,-0.721611,0.854624,0.665835,0.259589,0.247078
8.694,0.00625248,0.240939,0.329594,0.512162,0.246979,0.209347,-0.330579,-0.721611,0.854624,0.66571,0.259892,0.246518
8.712,0.00597307,0.241443,0.329117,0.511938,0.247281,0.208723,-0.330579,-0.721611,0.854624,0.665817,0.260323,0.246029
8.73,0.00624292,0.24203,0.328639,0.511714,0.247583,0.208102,-0.330579,-0.721611,0.854624,0.665927,0.26086,0.245532
8.748,0.00629445,0.242661,0.328139,0.511489,0.247883,0.207482,-0.330579,-0.721611,0.854624,0.666083,0.261443,0.245012
8.766,0.00632025,0.243304,0.327586,0.511264,0.248183,0.206864,-0.330579,-0.721611,0.854624,0.666318,0.26204,0.244438
8.784,0.00644513,0.243958,0.326958,0.511038,0.248482,0.206248,-0.330579,-0.721611,0.854624,0.666634,0.26265,0.24379
8.802,0.00617591,0.244624,0.326264,0.510812,0.24878,0.205633,-0.330579,-0.721611,0.854624,0.66701,0.263268,0.243071
8.82,0.00625891,0.245563,0.324946,0.510586,0.249077,0.205021,-0.330579,-0.721611,0.854624,0.667193,0.264263,0.241783
8.838,0.0063114,0.246575,0.323068,0.510359,0.249373,0.20441,-0.330579,-0.721611,0.854624,0.666699,0.26537,0.239846
8.856,0.00622898,0.24705,0.322024,0.510132,0.249668,0.203801,-0.330579,-0.721611,0.854624,0.665974,0.26578,0.238737
8.874,0.00636887,0.247289,0.321731,0.509904,0.249963,0.203193,-0.330579,-0.721611,0.854624,0.665454,0.265927,0.23841
8.892,0.00589592,0.247572,0.321722,0.509676,0.250256,0.202588,-0.330579,-0.721611,0.854624,0.665212,0.266183,0.238403
8.91,0.00617925,0.247951,0.321772,0.509448,0.250549,0.201984,-0.330579,-0.721611,0.854624,0.664958,0.266576,0.238461
8.928,0.00598835,0.248398,0.321838,0.509219,0.250841,0.201382,-0.330579,-0.721611,0.854624,0.664573,0.267043,0.238531
8.946,0.00599511,0.248876,0.321887,0.50899,0.251132,0.200782,-0.330579,-0.721611,0.854624,0.664114,0.267529,0.238578
8.964,0.00592911,0.249373,0.321905,0.50876,0.251422,0.200183,-0.330579,-0.721611,0.854624,0.663645,0.268023,0.238595
8.982,0.00607003,0.24988,0.321883,0.50853,0.251712,0.199587,-0.330579,-0.721611,0.854624,0.66316,0.26852,0.238569
9,0.00611142,0.250386,0.321838,0.5083,0.252,0.198992,-0.330579,-0.721611,0.854624,0.662655,0.269006,0.238518
9.018,0.00704273,0.250877,0.321799,0.508069,0.252288,0.198399,-0.330579,-0.721611,0.854624,0.662136,0.26947,0.238471
9.036,0.00699664,0.251363,0.321049,0.507839,0.252574,0.197808,-0.330579,-0.721611,0.854624,0.661869,0.270057,0.237784
9.054,0.00656052,0.251798,0.31916,0.507607,0.25286,0.197218,-0.330579,-0.721611,0.854624,0.661689,0.270599,0.235872
9.072,0.0065762,0.252286,0.317642,0.507376,0.253145,0.19663,-0.330579,-0.721611,0.854624,0.660827,0.271023,0.234262
9.09,0.00622788,0.252718,0.31692,0.507144,0.253429,0.196045,-0.330579,-0.721611,0.854624,0.660223,0.27131,0.233486
9.108,0.00640172,0.253127,0.316476,0.506912,0.253712,0.19546,-0.330579,-0.721611,0.854624,0.660267,0.271616,0.233032
9.126,0.00605776,0.253616,0.316028,0.506679,0.253995,0.194878,-0.330579,-0.721611,0.854624,0.660514,0.272054,0.232577
9.144,0.00644935,0.254182,0.315549,0.506446,0.254276,0.194297,-0.330579,-0.721611,0.854624,0.660752,0.272579,0.232084
9.162,0.00617847,0.254785,0.315039,0.506213,0.254557,0.193719,-0.330579,-0.721611,0.854624,0.661035,0.27314,0.231558
9.18,0.0064059,0.255404,0.314455,0.50598,0.254837,0.193142,-0.330579,-0.721611,0.854624,0.661406,0.273721,0.23096
9.198,0.00635715,0.256032,0.313786,0.505746,0.255116,0.192566,-0.330579,-0.721611,0.854624,0.661855,0.27431,0.230274
9.216,0.00627453,0.256649,0.313113,0.505512,0.255394,0.191993,-0.330579,-0.721611,0.854624,0.662382,0.274879,0.229577
9.234,0.0062777,0.257468,0.312032,0.505278,0.255671,0.191421,-0.330579,-0.721611,0.854624,0.662758,0.275738,0.228524
9.252,0.00617284,0.258299,0.310611,0.505043,0.255947,0.190851,-0.330579,-0.721611,0.854624,0.662452,0.276626,0.227052
9.27,0.00630016,0.258697,0.309935,0.504809,0.256223,0.190283,-0.330579,-0.721611,0.854624,0.661911,0.27696,0.226322
9.288,0.00592166,0.258929,0.309859,0.504574,0.256497,0.189717,-0.330579,-0.721611,0.854624,0.661558,0.277122,0.226228
9.306,0.00589275,0.259226,0.309991,0.504338,0.256771,0.189152,-0.330579,-0.721611,0.854624,0.661445,0.277403,0.226366
9.324,0.00605999,0.259646,0.310114,0.504103,0.257044,0.18859,-0.330579,-0.721611,0.854624,0.661295,0.277839,0.226501
9.342,0.00603307,0.260133,0.310189,0.503867,0.257316,0.188029,-0.330579,-0.721611,0.854624,0.660972,0.278342,0.226575
9.36,0.00590601,0.260632,0.310239,0.503631,0.257587,0.187469,-0.330579,-0.721611,0.854624,0.660568,0.27885,0.226627
9.378,0.00602241,0.261134,0.310235,0.503395,0.257857,0.186912,-0.330579,-0.721611,0.854624,0.660127,0.27935,0.226623
9.396,0.0060536,0.261642,0.310174,0.503159,0.258127,0.186356,-0.330579,-0.721611,0.854624,0.659652,0.279847,0.226561
9.414,0.00608785,0.262144,0.310084,0.502922,0.258395,0.185802,-0.330579,-0.721611,0.854624,0.659138,0.280327,0.226464
9.432,0.00644653,0.262667,0.309327,0.502685,0.258663,0.18525,-0.330579,-0.721611,0.854624,0.65885,0.280944,0.225769
9.45,0.00631025,0.263174,0.307569,0.502448,0.25893,0.1847,-0.330579,-0.721611,0.854624,0.658591,0.281532,0.223985
9.468,0.00668237,0.263709,0.306154,0.502211,0.259196,0.184152,-0.330579,-0.721611,0.854624,0.657626,0.281996,0.222494
9.486,0.00634572,0.264158,0.305386,0.501974,0.259461,0.183605,-0.330579,-0.721611,0.854624,0.656952,0.282303,0.221676
9.504,0.00643165,0.264572,0.304894,0.501736,0.259725,0.18306,-0.330579,-0.721611,0.854624,0.656924,0.28262,0.221177
9.522,0.00596607,0.265047,0.304437,0.501498,0.259989,0.182517,-0.330579,-0.721611,0.854624,0.657082,0.28305,0.220715
9.54,0.00644251,0.265573,0.30399,0.50126,0.260251,0.181975,-0.330579,-0.721611,0.854624,0.65725,0.283547,0.220259
9.558,0.00628457,0.266123,0.303539,0.501022,0.260513,0.181436,-0.330579,-0.721611,0.854624,0.657477,0.28407,0.219799
9.576,0.0062555,0.266682,0.303052,0.500784,0.260774,0.180898,-0.330579,-0.721611,0.854624,0.657785,0.284607,0.219304
9.594,0.0063754,0.267243,0.302521,0.500546,0.261034,0.180362,-0.330579,-0.721611,0.854624,0.658172,0.285149,0.218763
9.612,0.00630082,0.267792,0.301984,0.500307,0.261293,0.179828,-0.330579,-0.721611,0.854624,0.65863,0.285673,0.218212
9.63,0.00621219,0.268541,0.301033,0.500069,0.261551,0.179295,-0.330579,-0.721611,0.854624,0.658945,0.286487,0.2173
9.648,0.00625597,0.269315,0.299696,0.49983,0.261808,0.178764,-0.330579,-0.721611,0.854624,0.658583,0.287334,0.215923
9.666,0.00622735,0.269671,0.299054,0.499591,0.262065,0.178235,-0.330579,-0.721611,0.854624,0.657966,0.287638,0.215234
9.684,0.0058704,0.269858,0.299011,0.499352,0.26232,0.177708,-0.330579,-0.721611,0.854624,0.657546,0.287765,0.215178
9.702,0.00602527,0.270106,0.299185,0.499113,0.262575,0.177183,-0.330579,-0.721611,0.854624,0.657384,0.288007,0.215363
9.72,0.00598015,0.270482,0.29934,0.498874,0.262829,0.176659,-0.330579,-0.721611,0.854624,0.657197,0.288409,0.215534
9.738,0.006055,0.270939,0.299418,0.498635,0.263082,0.176138,-0.330579,-0.721611,0.854624,0.656836,0.288889,0.215615
9.756,0.00592644,0.271416,0.299448,0.498395,0.263334,0.175618,-0.330579,-0.721611,0.854624,0.656405,0.289379,0.215647
9.774,0.0060064,0.271903,0.299422,0.498156,0.263585,0.175099,-0.330579,-0.721611,0.854624,0.655952,0.289868,0.215623
9.792,0.00654194,0.272398,0.29934,0.497916,0.263836,0.174583,-0.330579,-0.721611,0.854624,0.655466,0.290355,0.21554
9.81,0.00619221,0.27289,0.299236,0.497677,0.264085,0.174068,-0.330579,-0.721611,0.854624,0.654949,0.290829,0.215433
9.828,0.00637238,0.273427,0.298474,0.497437,0.264334,0.173555,-0.330579,-0.721611,0.854624,0.654646,0.291474,0.214735
9.846,0.00621642,0.273955,0.296696,0.497197,0.264582,0.173044,-0.330579,-0.721611,0.854624,0.654375,0.292107,0.21294
9.864,0.00678498,0.274456,0.29526,0.496957,0.264829,0.172535,-0.330579,-0.721611,0.854624,0.653362,0.292551,0.211434
9.882,0.00634391,0.27485,0.294492,0.496717,0.265075,0.172027,-0.330579,-0.721611,0.854624,0.65266,0.292806,0.210622
9.9,0.00611434,0.275221,0.294005,0.496478,0.26532,0.171522,-0.330579,-0.721611,0.854624,0.652643,0.293092,0.210133
9.918,0.00594885,0.275672,0.29353,0.496238,0.265564,0.171018,-0.330579,-0.721611,0.854624,0.652801,0.293514,0.209659
9.936,0.00633897,0.276175,0.293066,0.495998,0.265808,0.170516,-0.330579,-0.721611,0.854624,0.652951,0.293999,0.209187
9.954,0.00594887,0.276692,0.292639,0.495758,0.266051,0.170015,-0.330579,-0.721611,0.854624,0.653165,0.294497,0.208754
9.972,0.00630141,0.277218,0.292208,0.495518,0.266292,0.169517,-0.330579,-0.721611,0.854624,0.65346,0.295012,0.20832
9.99,0.00597275,0.277751,0.29174,0.495278,0.266533,0.16902,-0.330579,-0.721611,0.854624,0.653836,0.295539,0.207848
10.008,0.00611171,0.278274,0.291258,0.495038,0.266773,0.168525,-0.913285,-0.730036,0.337066,0.654285,0.296054,0.207359
10.026,0.00629877,0.279005,0.290384,0.494798,0.267012,0.168031,-0.913285,-0.730036,0.337066,0.654583,0.296873,0.206529
10.044,0.0062824,0.279801,0.289098,0.494558,0.267251,0.16754,-0.913285,-0.730036,0.337066,0.654202,0.297765,0.205216
10.062,0.00618161,0.280176,0.288463,0.494318,0.267488,0.16705,-0.913285,-0.730036,0.337066,0.653542,0.298085,0.20453
10.08,0.00603175,0.280361,0.288463,0.494078,0.267725,0.166562,-0.913285,-0.730036,0.337066,0.653161,0.298209,0.204518
10.098,0.00600269,0.280612,0.288684,0.493838,0.267961,0.166076,-0.913285,-0.730036,0.337066,0.653101,0.298459,0.204755
10.116,0.00590097,0.280993,0.288888,0.493598,0.268195,0.165592,-0.913285,-0.730036,0.337066,0.653005,0.298874,0.204977
10.134,0.00598395,0.281451,0.28903,0.493358,0.268429,0.165109,-0.913285,-0.730036,0.337066,0.652726,0.299364,0.205123
10.152,0.00598014,0.281928,0.289136,0.493118,0.268663,0.164628,-0.913285,-0.730036,0.337066,0.652371,0.299867,0.205235
10.17,0.00605453,0.282413,0.28919,0.492879,0.268895,0.164149,-0.913285,-0.730036,0.337066,0.65199,0.300369,0.205294
10.188,0.00601838,0.282907,0.289188,0.492639,0.269126,0.163672,-0.913285,-0.730036,0.337066,0.65158,0.30087,0.205296
10.206,0.00702969,0.283403,0.289157,0.492399,0.269357,0.163197,-0.913285,-0.730036,0.337066,0.651147,0.301363,0.205265
10.224,0.00663135,0.283977,0.288407,0.49216,0.269586,0.162723,-0.913285,-0.730036,0.337066,0.650898,0.302063,0.204588
10.242,0.00659613,0.284559,0.286531,0.49192,0.269815,0.162251,-0.913285,-0.730036,0.337066,0.650653,0.302784,0.202699
10.26,0.00668795,0.285032,0.285029,0.491681,0.270043,0.161781,-0.913285,-0.730036,0.337066,0.649621,0.303203,0.20112
10.278,0.00662259,0.285355,0.284326,0.491442,0.27027,0.161313,-0.913285,-0.730036,0.337066,0.648942,0.303374,0.200377
10.296,0.00626966,0.285667,0.283954,0.491202,0.270497,0.160846,-0.913285,-0.730036,0.337066,0.649049,0.303596,0.200004
10.314,0.00602936,0.286069,0.283635,0.490963,0.270722,0.160381,-0.913285,-0.730036,0.337066,0.649385,0.303973,0.199689
10.332,0.00608553,0.286533,0.283335,0.490724,0.270946,0.159918,-0.913285,-0.730036,0.337066,0.64969,0.304436,0.199388
10.35,0.00628975,0.287026,0.283032,0.490485,0.27117,0.159457,-0.913285,-0.730036,0.337066,0.650033,0.304931,0.199085
10.368,0.00606764,0.287534,0.28268,0.490247,0.271393,0.158998,-0.913285,-0.730036,0.337066,0.650451,0.305445,0.198733
10.386,0.00606167,0.28805,0.282264,0.490008,0.271615,0.15854,-0.913285,-0.730036,0.337066,0.650936,0.305971,0.198318
10.404,0.00603797,0.288567,0.281798,0.48977,0.271836,0.158084,-0.913285,-0.730036,0.337066,0.651465,0.306493,0.197849
10.422,0.00626034,0.289319,0.280867,0.489531,0.272056,0.15763,-0.913285,-0.730036,0.337066,0.65175,0.307359,0.196968
10.44,0.00630776,0.290147,0.279467,0.489293,0.272275,0.157178,-0.913285,-0.730036,0.337066,0.651325,0.308319,0.195546
10.458,0.00617856,0.290494,0.278755,0.489055,0.272494,0.156727,-0.913285,-0.730036,0.337066,0.650643,0.308618,0.194785
10.476,0.00601312,0.290624,0.278732,0.488817,0.272711,0.156279,-0.913285,-0.730036,0.337066,0.650277,0.308681,0.194751
10.494,0.00604271,0.29083,0.278944,0.488579,0.272928,0.155832,-0.913285,-0.730036,0.337066,0.650319,0.308892,0.194981
10.512,0.00616048,0.291171,0.279153,0.488342,0.273144,0.155386,-0.913285,-0.730036,0.337066,0.650361,0.309278,0.195208
10.53,0.00613757,0.291588,0.279337,0.488104,0.273359,0.154943,-0.913285,-0.730036,0.337066,0.650229,0.309737,0.195399
10.548,0.00627428,0.292025,0.279507,0.487867,0.273573,0.154501,-0.913285,-0.730036,0.337066,0.650022,0.310209,0.195577
10.566,0.00600646,0.292471,0.27965,0.48763,0.273786,0.154062,-0.913285,-0.730036,0.337066,0.649779,0.310683,0.195727
10.584,0.00619713,0.292925,0.279767,0.487393,0.273999,0.153624,-0.913285,-0.730036,0.337066,0.649496,0.311161,0.19585
10.602,0.00609614,0.293381,0.279871,0.487157,0.27421,0.153187,-0.913285,-0.730036,0.337066,0.649189,0.311632,0.195958
10.62,0.00725603,0.293939,0.279202,0.48692,0.274421,0.152753,-0.913285,-0.730036,0.337066,0.649014,0.312337,0.195367
10.638,0.00671324,0.294547,0.277232,0.486684,0.274631,0.15232,-0.913285,-0.730036,0.337066,0.648836,0.313122,0.193395
10.656,0.00655347,0.295003,0.275548,0.486448,0.27484,0.151889,-0.913285,-0.730036,0.337066,0.647844,0.313546,0.191637
10.674,0.00659611,0.295284,0.274738,0.486212,0.275048,0.15146,-0.913285,-0.730036,0.337066,0.647135,0.31367,0.190785
10.692,0.0062936,0.295561,0.274317,0.485977,0.275255,0.151033,-0.913285,-0.730036,0.337066,0.647313,0.313848,0.190363
10.71,0.00596326,0.295943,0.273993,0.485741,0.275461,0.150607,-0.913285,-0.730036,0.337066,0.647786,0.314199,0.190042
10.728,0.0060183,0.296409,0.273723,0.485506,0.275667,0.150183,-0.913285,-0.730036,0.337066,0.648219,0.314662,0.189773
10.746,0.00609188,0.296918,0.27346,0.485272,0.275871,0.15,-0.913285,-0.730036,0.337066,0.648677,0.315177,0.189512
10.764,0.00597085,0.297457,0.273145,0.485037,0.276075,0.15,-0.913285,-0.730036,0.337066,0.649198,0.315727,0.1892
10.782,0.00654938,0.298013,0.272757,0.484803,0.276278,0.15,-0.913285,-0.730036,0.337066,0.649771,0.3163,0.188816
10.8,0.00592,0.298576,0.272325,0.484569,0.27648,0.15,-0.913285,-0.730036,0.337066,0.650396,0.316874,0.188384
10.818,0.00626572,0.299388,0.271372,0.484335,0.276681,0.15,-0.913285,-0.730036,0.337066,0.650686,0.317811,0.187486
10.836,0.00621705,0.300278,0.269943,0.484102,0.276881,0.15,-0.913285,-0.730036,0.337066,0.650221,0.318863,0.186044
10.854,0.00634089,0.300637,0.269262,0.483869,0.277081,0.15,-0.913285,-0.730036,0.337066,0.649514,0.319195,0.185325
10.872,0.00626905,0.300773,0.269318,0.483636,0.277279,0.15,-0.913285,-0.730036,0.337066,0.649109,0.319271,0.185375
10.89,0.00599936,0.300989,0.269662,0.483403,0.277477,0.15,-0.913285,-0.730036,0.337066,0.649151,0.319514,0.185743
10.908,0.00603423,0.301329,0.270074,0.483171,0.277674,0.15,-0.913285,-0.730036,0.337066,0.649218,0.319927,0.18618
10.926,0.00607271,0.301748,0.270525,0.482939,0.27787,0.15,-0.913285,-0.730036,0.337066,0.649123,0.320429,0.186651
10.944,0.00598169,0.302206,0.270975,0.482707,0.278065,0.15,-0.913285,-0.730036,0.337066,0.648938,0.320961,0.18712
10.962,0.00651761,0.302685,0.271406,0.482476,0.278259,0.15,-0.913285,-0.730036,0.337066,0.648707,0.32151,0.187569
10.98,0.00620356,0.30318,0.271822,0.482245,0.278453,0.15,-0.913285,-0.730036,0.337066,0.648431,0.322072,0.188001
10.998,0.00626839,0.303677,0.27224,0.482014,0.278645,0.15,-0.913285,-0.730036,0.337066,0.648116,0.322633,0.188434
11.016,0.00622054,0.304168,0.272672,0.481784,0.278837,0.15,-0.913285,-0.730036,0.337066,0.647787,0.323179,0.188879
11.034,0.00659746,0.30476,0.272355,0.481554,0.279028,0.15,-0.913285,-0.730036,0.337066,0.647566,0.323956,0.188649
11.052,0.00658111,0.305382,0.270805,0.481325,0.279218,0.15,-0.913285,-0.730036,0.337066,0.647413,0.324774,0.187103
11.07,0.00657851,0.30585,0.269586,0.481096,0.279407,0.15,-0.913285,-0.730036,0.337066,0.646515,0.325244,0.185833
11.088,0.0065233,0.306197,0.269146,0.480867,0.279595,0.15,-0.913285,-0.730036,0.337066,0.645874,0.325488,0.185368
11.106,0.00638931,0.306596,0.269007,0.480638,0.279782,0.15,-0.913285,-0.730036,0.337066,0.646103,0.325842,0.185239
11.124,0.00618636,0.307115,0.26892,0.48041,0.279969,0.15,-0.913285,-0.730036,0.337066,0.646628,0.326374,0.185164
11.142,0.00600435,0.307719,0.268856,0.480183,0.280154,0.15,-0.913285,-0.730036,0.337066,0.647107,0.327012,0.18511
11.16,0.00629683,0.308375,0.268758,0.479955,0.280339,0.15,-0.913285,-0.730036,0.337066,0.647599,0.327706,0.185023
11.178,0.00678549,0.30906,0.268586,0.479728,0.280523,0.15,-0.913285,-0.730036,0.337066,0.648161,0.328435,0.184861
11.196,0.00630586,0.309755,0.268349,0.479502,0.280706,0.15,-0.913285,-0.730036,0.337066,0.648804,0.329171,0.184632
11.214,0.00634975,0.310436,0.268115,0.479276,0.280888,0.15,-0.913285,-0.730036,0.337066,0.649543,0.329886,0.184401
11.232,0.00662606,0.3113,0.267477,0.47905,0.28107,0.15,-0.913285,-0.730036,0.337066,0.649957,0.330878,0.183813
11.25,0.0083475,0.312112,0.266533,0.478825,0.28125,0.15,-0.913285,-0.730036,0.337066,0.649607,0.331824,0.182856
11.268,0.0209067,0.312443,0.26635,0.4786,0.28143,0.15,-0.913285,-0.730036,0.337066,0.649078,0.332149,0.182652
11.286,0.0218957,0.31263,0.266772,0.478376,0.281608,0.15,-0.913285,-0.730036,0.337066,0.648771,0.332325,0.183081
11.304,0.0196697,0.31291,0.267394,0.478152,0.281786,0.15,-0.913285,-0.730036,0.337066,0.648787,0.33267,0.183733
11.322,0.0182418,0.313293,0.268053,0.477929,0.281963,0.15,-0.913285,-0.730036,0.337066,0.648785,0.333158,0.184422
11.34,0.0180956,0.313737,0.26871,0.477706,0.282139,0.15,-0.913285,-0.730036,0.337066,0.648621,0.333713,0.185106
11.358,0.016663,0.314211,0.269322,0.477483,0.282314,0.15,-0.913285,-0.730036,0.337066,0.648345,0.334289,0.185744
11.376,0.0159095,0.314699,0.269875,0.477261,0.282489,0.15,-0.913285,-0.730036,0.337066,0.648001,0.334869,0.186319
11.394,0.014597,0.315191,0.270387,0.477039,0.282662,0.15,-0.913285,-0.730036,0.337066,0.647607,0.335448,0.186851
11.412,0.0117152,0.315676,0.270878,0.476818,0.282835,0.15,-0.913285,-0.730036,0.337066,0.647167,0.336012,0.187362
11.43,0.0094975,0.316274,0.270638,0.476598,0.283007,0.15,-0.913285,-0.730036,0.337066,0.646805,0.336811,0.187212
11.448,0.00801895,0.31691,0.269247,0.476378,0.283178,0.15,-0.913285,-0.730036,0.337066,0.646465,0.337631,0.185827
11.466,0.00676381,0.317372,0.268177,0.476158,0.283348,0.15,-0.913285,-0.730036,0.337066,0.645335,0.338087,0.184714
11.484,0.00656779,0.317713,0.267792,0.475939,0.283517,0.15,-0.913285,-0.730036,0.337066,0.644522,0.338333,0.184306
11.502,0.00653449,0.318099,0.267707,0.47572,0.283685,0.15,-0.913285,-0.730036,0.337066,0.644582,0.338688,0.184231
11.52,0.00608026,0.31858,0.26772,0.475502,0.283853,0.15,-0.913285,-0.730036,0.337066,0.644914,0.339191,0.184256
11.538,0.00604658,0.319116,0.267807,0.475285,0.284019,0.15,-0.913285,-0.730036,0.337066,0.645231,0.339775,0.184358
11.556,0.00627447,0.319689,0.267891,0.475068,0.284185,0.15,-0.913285,-0.730036,0.337066,0.645589,0.340406,0.184459
11.574,0.00594999,0.320279,0.267932,0.474851,0.28435,0.15,-0.913285,-0.730036,0.337066,0.646039,0.341055,0.184513
11.592,0.00649355,0.320871,0.267942,0.474635,0.284514,0.15,-0.913285,-0.730036,0.337066,0.646568,0.341709,0.184539
11.61,0.00633844,0.321451,0.267946,0.47442,0.284677,0.15,-0.913285,-0.730036,0.337066,0.647163,0.342345,0.184554
11.628,0.00630039,0.322194,0.267533,0.474205,0.284839,0.15,-0.913285,-0.730036,0.337066,0.64747,0.343238,0.1842
11.646,0.00622595,0.322887,0.266737,0.473991,0.285001,0.15,-0.913285,-0.730036,0.337066,0.647019,0.34407,0.183397
11.664,0.00632473,0.32312,0.266643,0.473777,0.285161,0.15,-0.913285,-0.730036,0.337066,0.646384,0.344302,0.183284
11.682,0.00633889,0.323223,0.267131,0.473564,0.285321,0.15,-0.913285,-0.730036,0.337066,0.645995,0.344403,0.183784
11.7,0.00610424,0.32343,0.267778,0.473351,0.28548,0.15,-0.913285,-0.730036,0.337066,0.645923,0.344682,0.184464
11.718,0.00591073,0.32374,0.268412,0.473139,0.285638,0.15,-0.913285,-0.730036,0.337066,0.645812,0.345097,0.185128
11.736,0.00612498,0.324105,0.269025,0.472928,0.285795,0.15,-0.913285,-0.730036,0.337066,0.645534,0.345568,0.185768
11.754,0.0060493,0.324499,0.269585,0.472717,0.285951,0.15,-0.913285,-0.730036,0.337066,0.645156,0.346053,0.186352
11.772,0.00602269,0.324906,0.270082,0.472507,0.286107,0.15,-0.913285,-0.730036,0.337066,0.644727,0.346542,0.186869
11.79,0.00596457,0.32532,0.27053,0.472297,0.286261,0.15,-0.913285,-0.730036,0.337066,0.64426,0.347032,0.187336
11.808,0.00599214,0.325733,0.270947,0.472088,0.286415,0.15,-0.913285,-0.730036,0.337066,0.64376,0.347513,0.187771
11.826,0.00650873,0.326273,0.270656,0.47188,0.286568,0.15,-0.913285,-0.730036,0.337066,0.643351,0.348243,0.18757
11.844,0.0063029,0.326846,0.269294,0.471672,0.28672,0.15,-0.913285,-0.730036,0.337066,0.642962,0.349009,0.186219
11.862,0.00654056,0.327185,0.268317,0.471465,0.286871,0.15,-0.913285,-0.730036,0.337066,0.641812,0.349344,0.185204
11.88,0.00661591,0.327403,0.268036,0.471259,0.287021,0.15,-0.913285,-0.730036,0.337066,0.641046,0.349462,0.184901
11.898,0.00627745,0.327694,0.268051,0.471053,0.28717,0.15,-0.913285,-0.730036,0.337066,0.641159,0.349726,0.184928
11.916,0.0060188,0.328083,0.268151,0.470848,0.287319,0.15,-0.913285,-0.730036,0.337066,0.641515,0.350145,0.185042
